sequenceID	record_ID	organism	target_datatype	target_version	target_name	probe_type	scaffold	extract_start	extract_end	sequence_length	assigned_name	assigned_gene	orientation	bitscore	identity	evalue_num	evalue_exp	subject_start	subject_end	query_start	query_end	align_len	gap_openings	mismatches	virus_species	virus_order	virus_family	virus_genus	virus_type
211272.Dicerorhinus_sumatrensis_sumatrensis.N	211272	Dicerorhinus_sumatrensis_sumatrensis	low_coverage	ASM284483v1	GCA_002844835.1_ASM284483v1_genomic.fna	ORF	PEKH010008011.1	554	1030	477	Phylloscopus-EBLN-1	N	+	65.1	57.143	3.53	19	82	130	4	150	49	0	21	Phylloscopus-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
211796.Pygathrix_nemaeus.N	211796	Pygathrix_nemaeus	low_coverage	PygNem_v1_BIUU	GCA_004024825.1_PygNem_v1_BIUU_genomic.fna	ORF	PVHW010004800.1	69223	69712	490	Phylloscopus-EBLN-1	N	-	63.5	45.679	6.54	22	48	128	4	240	81	2	42	Phylloscopus-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
212837.Pteronotus_parnellii.L	212837	Pteronotus_parnellii	low_coverage	ncbi_AWGZ00000000.1_2015-05	AWGZ01.2.fsa_nt.fa	ORF	gi|539823181|gb|AWGZ01242856.1|	1307	4452	3146	PtePar-EBLL1	L	+	373	100	6.13	123	1	182	1	546	182	0	0	PtePar-EBLL1	Mononegavirales	Bornaviridae	EBLN	Endogenous
212274.Nycticeius_humeralis.L	212274	Nycticeius_humeralis	low_coverage	NycHum_v1_BIUU	GCA_007922795.1_NycHum_v1_BIUU_genomic.fna	ORF	VMDQ010047795.1	8686	9135	450	PtePar-EBLL1	L	-	72	35.762	2.65	16	11	155	1	444	151	2	88	PtePar-EBLL1	Mononegavirales	Bornaviridae	EBLN	Endogenous
68103.Rattus_norvegicus.N	68103	Rattus_norvegicus	complete	goldenpath_rn6	rn6.fa_1.fa	ORF	chr10	81689819	81690954	1136	Rattus-EBLN-1	N	+	527	100	0	1	1	259	1	777	259	0	0	Rattus-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
73563.Mus_spretus.N	73563	Mus_spretus	low_coverage	SPRET_EiJ_v1	GCA_001624865.1_SPRET_EiJ_v1_genomic.fa	ORF	CM004105.1	94969158	94969925	768	Rattus-EBLN-1	N	+	162	49.77	5.48	49	40	250	1	585	217	7	81	Rattus-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
79347.Mus_spicilegus.N	79347	Mus_spicilegus	low_coverage	GCA_003336285.1_MUSP714	GCA_003336285.1_MUSP714_genomic.fna	ORF	QGOO01037174.1	1132377	1133054	678	Rattus-EBLN-1	N	+	160	50.472	1.34	48	41	250	1	582	212	6	85	Rattus-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
70066.Apodemus_speciosus.N	70066	Apodemus_speciosus	low_coverage	Aspe_assembly01	GCA_002335545.1_Aspe_assembly01_genomic.fna	ORF	BDUI01039915.1	1412	2337	926	Rattus-EBLN-1	N	+	149	50.543	2.41	43	2	179	1	552	184	2	85	Rattus-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
67904.Apodemus_sylvaticus.N	67904	Apodemus_sylvaticus	low_coverage	GCA_001305905.1	GCA_001305905.1_ASM130590v1_genomic.fa	ORF	LIPJ01008712.1	806809	807781	973	Rattus-EBLN-1	N	-	143	58.108	2.52	52	48	191	1	432	148	3	54	Rattus-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
144.Mus_musculus.N	144	Mus_musculus	complete	goldenpath_mm10	chr11.fa	ORF	chr11	93989647	93990420	774	Rattus-EBLN-1	N	+	117	47.429	4.53	35	78	250	106	591	175	5	77	Rattus-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
69085.Mus_musculus.N	69085	Mus_musculus	complete	goldenpath_mm9	chr11.fa	ORF	chr11	93850961	93851916	956	Rattus-EBLN-1	N	+	117	47.429	6.13	35	78	250	106	591	175	5	77	Rattus-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
1072.Mus_caroli.N	1072	Mus_caroli	low_coverage	REL-1509_EiJ	CAROLI_EiJ.chromosomes.unplaced.gt2k.fa	ORF	chr11	89712563	89713009	447	Rattus-EBLN-1	N	+	111	59.615	9.09	31	41	143	1	297	104	2	36	Rattus-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
67906.Apodemus_sylvaticus.N	67906	Apodemus_sylvaticus	low_coverage	GCA_001305905.1	GCA_001305905.1_ASM130590v1_genomic.fa	ORF	LIPJ01186324.1	3140	4241	1102	Rattus-EBLN-1	N	+	92.4	58.904	1.64	33	1	73	7	225	73	0	30	Rattus-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
127579.Rhizomys_pruinosus.G	127579	Rhizomys_pruinosus	low_coverage	RhiPru_v1_BIUU	GCA_004026225.1_RhiPru_v1_BIUU_genomic.fna	ORF	PVIM010284834.1	1502	1789	288	Reptile-bornavirus-1	G	+	63.5	36.364	3.23	13	333	430	1	288	99	2	59	Reptile-bornavirus-1	Mononegavirales	Bornaviridae	Unclassified	Exogenous
212672.Calypte_anna.L	212672	Calypte_anna	low_coverage	bgi_2011-10-28	Calypte_anna.scaf.noBacterial.fa	ORF	scaffold76	6059493	6062093	2601	Reptile-bornavirus-1	L	+	182	37.407	8.31	104	91	360	1024	1812	270	3	162	Reptile-bornavirus-1	Mononegavirales	Bornaviridae	Unclassified	Exogenous
212682.Desmodus_rotundus.L	212682	Desmodus_rotundus	low_coverage	GCA_002940915	GCA_002940915.1_ASM294091v1_genomic.fna	ORF	KZ672566.1	16121963	16125370	3408	Reptile-bornavirus-1	L	-	143	40	2.16	105	479	674	1347	1910	210	3	90	Reptile-bornavirus-1	Mononegavirales	Bornaviridae	Unclassified	Exogenous
212735.Mormoops_blainvillei.L	212735	Mormoops_blainvillei	low_coverage	MorMeg_v1	GCA_004026545.1_MorMeg_v1_BIUU_genomic.fna	ORF	PVJD01007834.1	43172	46209	3038	Reptile-bornavirus-1	L	-	97.4	47.115	4.41	69	499	602	1701	1988	104	1	47	Reptile-bornavirus-1	Mononegavirales	Bornaviridae	Unclassified	Exogenous
212689.Eptesicus_fuscus.L	212689	Eptesicus_fuscus	low_coverage	broad_1.0_april_2013	Eptesicus_f.unplaced.scaf.fa_13.fa	ORF	gi|411115912|gb|JH977651.1|	7457678	7459694	2017	Reptile-bornavirus-1	L	+	87.4	32.961	1.15	33	318	489	563	1063	179	7	101	Reptile-bornavirus-1	Mononegavirales	Bornaviridae	Unclassified	Exogenous
212843.Sarcophilus_harrisii.L	212843	Sarcophilus_harrisii	complete	goldenpath_sarHar1	sarHar1.fa_3.fa	ORF	chr2_GL841504_random	999658	999972	315	Reptile-bornavirus-1	L	+	68.9	40.741	7.03	15	509	616	1	315	108	1	61	Reptile-bornavirus-1	Mononegavirales	Bornaviridae	Unclassified	Exogenous
127977.Hystrix_cristata.L	127977	Hystrix_cristata	low_coverage	HysCri_v1_BIUU	GCA_004026905.1_HysCri_v1_BIUU_genomic.fna	ORF	PVJO010017425.1	1	252	252	Reptile-bornavirus-1	L	-	62.4	40.476	5.25	13	562	645	25	249	84	2	41	Reptile-bornavirus-1	Mononegavirales	Bornaviridae	Unclassified	Exogenous
127348.Desmodus_rotundus.M	127348	Desmodus_rotundus	low_coverage	GCA_002940915	GCA_002940915.1_ASM294091v1_genomic.fna	ORF	KZ672550.1	16082275	16082909	635	Reptile-bornavirus-1	M	+	102	53.684	6.37	28	47	141	1	285	95	0	44	Reptile-bornavirus-1	Mononegavirales	Bornaviridae	Unclassified	Exogenous
127970.Anoura_caudifer.M	127970	Anoura_caudifer	low_coverage	AnoCau_v1_BIUU	GCA_004027475.1_AnoCau_v1_BIUU_genomic.fna	ORF	PVKU01000226.1	607614	607904	291	Reptile-bornavirus-1	M	-	99	51.064	4.67	28	44	137	1	282	94	0	46	Reptile-bornavirus-1	Mononegavirales	Bornaviridae	Unclassified	Exogenous
212892.Macrotus_californicus.M	212892	Macrotus_californicus	low_coverage	MacCal_v1_BIUU	GCA_007922815.1_MacCal_v1_BIUU_genomic.fna	ORF	VMDR010000559.1	23336	24024	689	Reptile-bornavirus-1	M	+	90.5	47.368	6.64	23	47	141	1	285	95	0	50	Reptile-bornavirus-1	Mononegavirales	Bornaviridae	Unclassified	Exogenous
128265.Carollia_perspicillata.M	128265	Carollia_perspicillata	low_coverage	CarPer_v1_BIUU	GCA_004027735.1_CarPer_v1_BIUU_genomic.fna	ORF	PVKM010089663.1	1000	1326	327	Reptile-bornavirus-1	M	-	83.6	37.589	1.01	21	1	141	1	327	141	4	56	Reptile-bornavirus-1	Mononegavirales	Bornaviridae	Unclassified	Exogenous
127402.Pteronotus_parnellii.M	127402	Pteronotus_parnellii	low_coverage	ncbi_AWGZ00000000.1_2015-05	AWGZ01.2.fsa_nt.fa	ORF	gi|539882258|gb|AWGZ01183839.1|	1658	2291	634	Reptile-bornavirus-1	M	+	76.3	40.816	1.13	17	32	129	25	303	98	1	53	Reptile-bornavirus-1	Mononegavirales	Bornaviridae	Unclassified	Exogenous
69224.Castor_canadensis.M	69224	Castor_canadensis	low_coverage	CasCan_v1	GCF_001984765.1_C.can_genome_v1.0_genomic.fna	ORF	NW_017869653.1	153085	153306	222	Reptile-bornavirus-1	M	+	74.7	54.795	7.06	19	65	137	1	213	73	2	31	Reptile-bornavirus-1	Mononegavirales	Bornaviridae	Unclassified	Exogenous
211955.Zapus_hudsonius.N	211955	Zapus_hudsonius	low_coverage	ZapHud_v1_BIUU	GCA_004024765.1_ZapHud_v1_BIUU_genomic.fna	ORF	PVHP010025504.1	22711	23670	960	Reptile-bornavirus-1	N	+	228	38.988	2.8	72	32	352	4	960	336	5	173	Reptile-bornavirus-1	Mononegavirales	Bornaviridae	Unclassified	Exogenous
128100.Zapus_hudsonius.N	128100	Zapus_hudsonius	low_coverage	ZapHud_v1_BIUU	GCA_004024765.1_ZapHud_v1_BIUU_genomic.fna	ORF	PVHP010000087.1	4149	5146	998	Reptile-bornavirus-1	N	-	177	41.593	1.77	70	32	251	4	642	226	5	113	Reptile-bornavirus-1	Mononegavirales	Bornaviridae	Unclassified	Exogenous
127925.Acomys_cahirinus.N	127925	Acomys_cahirinus	low_coverage	AcoCah_v1_BIUU	GCA_004027535.1_AcoCah_v1_BIUU_genomic.fna	ORF	PVKX01008177.1	45525	46630	1106	Reptile-bornavirus-1	N	-	159	39.048	7	74	3	205	1	630	210	2	121	Reptile-bornavirus-1	Mononegavirales	Bornaviridae	Unclassified	Exogenous
68038.Mus_spretus.N	68038	Mus_spretus	low_coverage	SPRET_EiJ_v1	GCA_001624865.1_SPRET_EiJ_v1_genomic.fa	ORF	CM004099.1	87022507	87023314	808	Reptile-bornavirus-1	N	+	130	40.491	1.63	54	53	215	1	483	163	2	95	Reptile-bornavirus-1	Mononegavirales	Bornaviridae	Unclassified	Exogenous
68131.Trichechus_manatus.N	68131	Trichechus_manatus	complete	goldenpath_triMan1	triMan1.fa_2.fa	ORF	JH594628	12596950	12597564	615	Reptile-bornavirus-1	N	+	129	36.408	4.58	36	179	374	1	615	206	5	120	Reptile-bornavirus-1	Mononegavirales	Bornaviridae	Unclassified	Exogenous
69087.Mus_musculus.N	69087	Mus_musculus	complete	goldenpath_mm9	chr6.fa	ORF	chr6	87894228	87895122	895	Reptile-bornavirus-1	N	+	124	39.264	4.02	54	53	215	1	483	163	2	97	Reptile-bornavirus-1	Mononegavirales	Bornaviridae	Unclassified	Exogenous
128264.Hydrochoerus_hydrochaeris.N	128264	Hydrochoerus_hydrochaeris	low_coverage	HydHyd_v1_BIUU	GCA_004027455.1_HydHyd_v1_BIUU_genomic.fna	ORF	PVLA01010606.1	50362	51391	1030	Reptile-bornavirus-1	N	-	108	33.503	1.98	44	36	229	58	642	197	2	126	Reptile-bornavirus-1	Mononegavirales	Bornaviridae	Unclassified	Exogenous
68066.Orycteropus_afer.N	68066	Orycteropus_afer	low_coverage	broad_v0_2012	O_afer_v0.assembly.fa	ORF	scaffold00118	4037316	4037765	450	Reptile-bornavirus-1	N	-	104	39.844	2.57	27	131	257	67	450	128	1	76	Reptile-bornavirus-1	Mononegavirales	Bornaviridae	Unclassified	Exogenous
128105.Zapus_hudsonius.N	128105	Zapus_hudsonius	low_coverage	ZapHud_v1_BIUU	GCA_004024765.1_ZapHud_v1_BIUU_genomic.fna	ORF	PVHP010006310.1	9009	9646	638	Reptile-bornavirus-1	N	-	97.4	50	5.31	43	182	279	76	369	98	0	49	Reptile-bornavirus-1	Mononegavirales	Bornaviridae	Unclassified	Exogenous
73476.Apodemus_sylvaticus.N	73476	Apodemus_sylvaticus	low_coverage	GCA_001305905.1	GCA_001305905.1_ASM130590v1_genomic.fa	ORF	LIPJ01000047.1	29066	30474	1409	Reptile-bornavirus-1	N	-	95.5	40	1.66	32	32	165	19	420	135	2	79	Reptile-bornavirus-1	Mononegavirales	Bornaviridae	Unclassified	Exogenous
69090.Phascolarctos_cinereus.N	69090	Phascolarctos_cinereus	low_coverage	phaCin_unsw_v4.1	phaCin_unsw_v4.1.fa	ORF	phaCin_unsw_v4.1.fa.scaf00096	269077	269637	561	Reptile-bornavirus-1	N	+	89.4	34.831	3.07	21	145	314	1	480	178	6	90	Reptile-bornavirus-1	Mononegavirales	Bornaviridae	Unclassified	Exogenous
67974.Giraffa_camelopardalis_tippelskirchi.N	67974	Giraffa_camelopardalis_tippelskirchi	low_coverage	ASM165123v1	GCA_001651235.1_ASM165123v1_genomic.fna	ORF	LVKQ01S010050.1	472899	473438	540	Reptile-bornavirus-1	N	+	72.8	32.335	2.03	15	152	316	64	540	167	4	103	Reptile-bornavirus-1	Mononegavirales	Bornaviridae	Unclassified	Exogenous
68061.Okapia_johnstoni.N	68061	Okapia_johnstoni	low_coverage	ASM166083v1	GCA_001660835.1_ASM166083v1_genomic.fna	ORF	LVCL01S0016662.1	280772	281506	735	Reptile-bornavirus-1	N	+	70.9	31.737	4.98	14	152	316	223	699	167	4	104	Reptile-bornavirus-1	Mononegavirales	Bornaviridae	Unclassified	Exogenous
68019.Mus_caroli.N	68019	Mus_caroli	low_coverage	REL-1509_EiJ	CAROLI_EiJ.chromosomes.unplaced.gt2k.fa	ORF	chr18	63729785	63730776	992	Reptile-bornavirus-1	N	+	68.9	38.202	1.85	44	140	227	290	544	89	2	50	Reptile-bornavirus-1	Mononegavirales	Bornaviridae	Unclassified	Exogenous
171772.Redunca_redunca.N	171772	Redunca_redunca	low_coverage	BHR	GCA_006410935.1_BHR_genomic.fna	ORF	SJYQ01095377.1	1742521	1743033	513	Reptile-bornavirus-1	N	-	68.9	29.94	4.54	14	152	316	1	477	167	4	107	Reptile-bornavirus-1	Mononegavirales	Bornaviridae	Unclassified	Exogenous
70043.Ammotragus_lervia.N	70043	Ammotragus_lervia	low_coverage	NAZ_v1.0	GCA_002201775.1_A_lervia_NAZ_v1.0_genomic.fna	ORF	NIVO01055400.1	846039	846614	576	Reptile-bornavirus-1	N	+	68.2	30.303	1.36	13	152	316	64	540	165	3	109	Reptile-bornavirus-1	Mononegavirales	Bornaviridae	Unclassified	Exogenous
78022.Pseudois_nayaur.N	78022	Pseudois_nayaur	low_coverage	ASM318257v1	GCA_003182575.1_ASM318257v1_genomic.fna	ORF	NIZD01083138.1	11161	11736	576	Reptile-bornavirus-1	N	-	68.2	30.303	1.36	13	152	316	64	540	165	3	109	Reptile-bornavirus-1	Mononegavirales	Bornaviridae	Unclassified	Exogenous
171780.Muntiacus_reevesi.N	171780	Muntiacus_reevesi	low_coverage	CIJ	GCA_006408525.1_CIJ_genomic.fna	ORF	SJXT01001051.1	1600534	1601085	552	Reptile-bornavirus-1	N	-	67.8	30.909	1.4	13	152	316	40	516	165	4	108	Reptile-bornavirus-1	Mononegavirales	Bornaviridae	Unclassified	Exogenous
67940.Chrysochloris_asiatica.N	67940	Chrysochloris_asiatica	low_coverage	broad_ChrAsi1.0_2012	C_asiatica_v0.assembly.fa	ORF	scaffold00037	17263363	17263839	477	Reptile-bornavirus-1	N	+	66.6	30.303	1.65	13	91	251	1	477	165	5	105	Reptile-bornavirus-1	Mononegavirales	Bornaviridae	Unclassified	Exogenous
171779.Muntiacus_muntjak.N	171779	Muntiacus_muntjak	low_coverage	CMJ	GCA_006409035.1_CMJ_genomic.fna	ORF	SJXU01041390.1	5032383	5032934	552	Reptile-bornavirus-1	N	-	66.6	30.303	3.58	13	152	316	40	516	165	4	109	Reptile-bornavirus-1	Mononegavirales	Bornaviridae	Unclassified	Exogenous
68070.Ovis_aries.N	68070	Ovis_aries	low_coverage	goldenpath_oviAri3	oviAri3.fa	ORF	chr2	94577124	94577699	576	Reptile-bornavirus-1	N	-	65.5	29.762	1.25	12	152	317	64	543	168	4	108	Reptile-bornavirus-1	Mononegavirales	Bornaviridae	Unclassified	Exogenous
70798.Ovis_aries.N	70798	Ovis_aries	complete	Oar_rambouillet_v1.0	GCA_002742125.1_Oar_rambouillet_v1.0_genomic.fna	ORF	CM008473.1	103028484	103029059	576	Reptile-bornavirus-1	N	-	65.5	29.762	1.25	12	152	317	64	543	168	4	108	Reptile-bornavirus-1	Mononegavirales	Bornaviridae	Unclassified	Exogenous
72789.Ovis_aries.N	72789	Ovis_aries	complete	ensembl_79_Oar_v3.1	Ovis_aries.Oar_v3.1.dna.chromosome.2.fa	ORF	2_dna:chromosome_chromosome:Oar_v3.1:2:1:248993846:1_REF	94577124	94577699	576	Reptile-bornavirus-1	N	-	65.5	29.762	1.25	12	152	317	64	543	168	4	108	Reptile-bornavirus-1	Mononegavirales	Bornaviridae	Unclassified	Exogenous
127152.Hemitragus_hylocrius.N	127152	Hemitragus_hylocrius	low_coverage	HemHyl_v1	GCA_004026825.1_HemHyl_v1_BIUU_genomic.fna	ORF	PVJR01006382.1	45297	45872	576	Reptile-bornavirus-1	N	-	65.5	29.762	1.25	12	152	317	64	543	168	4	108	Reptile-bornavirus-1	Mononegavirales	Bornaviridae	Unclassified	Exogenous
67925.Capra_hircus.N	67925	Capra_hircus	complete	iggc_1.0_april_2013	chr8.fa	ORF	gi|441468488|gb|CM001717.1|	16774583	16775158	576	Reptile-bornavirus-1	N	+	65.1	29.94	1.31	12	152	316	64	540	167	4	107	Reptile-bornavirus-1	Mononegavirales	Bornaviridae	Unclassified	Exogenous
67924.Capra_aegagrus.N	67924	Capra_aegagrus	low_coverage	CapAeg_1.0	GCA_000978405.1_CapAeg_1.0_genomic.fa	ORF	CM003221.1	17858989	17859564	576	Reptile-bornavirus-1	N	+	65.1	29.94	1.31	12	152	316	64	540	167	4	107	Reptile-bornavirus-1	Mononegavirales	Bornaviridae	Unclassified	Exogenous
78021.Capra_sibirica.N	78021	Capra_sibirica	low_coverage	ASM318261v1	GCA_003182615.1_ASM318261v1_genomic.fna	ORF	NIYN01046538.1	13460058	13460633	576	Reptile-bornavirus-1	N	+	65.1	29.94	1.31	12	152	316	64	540	167	4	107	Reptile-bornavirus-1	Mononegavirales	Bornaviridae	Unclassified	Exogenous
119955.Axis_porcinus.N	119955	Axis_porcinus	low_coverage	GCA_003798545	GCA_003798545.1_ASM379854v1_genomic.fna	ORF	QQTR01023263.1	23545461	23546012	552	Reptile-bornavirus-1	N	+	65.1	28.485	1.24	12	152	316	40	516	165	3	112	Reptile-bornavirus-1	Mononegavirales	Bornaviridae	Unclassified	Exogenous
13.Bison_bison.N	13	Bison_bison	low_coverage	ncbi_UMD1_2015-05-14	43346_ref_Bison_UMD1.0_chrUn.fa	ORF	gi|735088891|ref|NW_011494898.1|	5128060	5128635	576	Reptile-bornavirus-1	N	-	64.3	30.539	3.1	12	152	316	64	540	167	4	106	Reptile-bornavirus-1	Mononegavirales	Bornaviridae	Unclassified	Exogenous
420.Pantholops_hodgsonii.N	420	Pantholops_hodgsonii	low_coverage	PHO1.0	pho_ref_PHO1.0_chrUn.fa	ORF	gi|553005889|ref|NW_005814908.1|	4354937	4355608	672	Reptile-bornavirus-1	N	-	63.9	29.341	7.5	12	152	316	64	540	167	4	108	Reptile-bornavirus-1	Mononegavirales	Bornaviridae	Unclassified	Exogenous
14.Bos_grunniens.N	14	Bos_grunniens	low_coverage	bbu_UMD_2015-05-14	bgr_ref_BosGru_v2.0_chrUn.fa	ORF	gi|550707140|ref|NW_005394938.1|	282358	282933	576	Reptile-bornavirus-1	N	+	63.5	29.091	5.46	12	152	316	64	540	165	3	111	Reptile-bornavirus-1	Mononegavirales	Bornaviridae	Unclassified	Exogenous
15.Bos_taurus.N	15	Bos_taurus	low_coverage	goldenpath_bosTau7	bosTau7.fa	ORF	chr8	17724493	17725155	663	Reptile-bornavirus-1	N	+	63.2	29.94	1.14	11	152	316	151	627	167	4	107	Reptile-bornavirus-1	Mononegavirales	Bornaviridae	Unclassified	Exogenous
171768.Muntiacus_crinifrons.N	171768	Muntiacus_crinifrons	low_coverage	BMJ	GCA_006408485.1_BMJ_genomic.fna	ORF	SJXS01012108.1	584687	585238	552	Reptile-bornavirus-1	N	-	63.2	29.697	6.37	12	152	316	40	516	165	4	110	Reptile-bornavirus-1	Mononegavirales	Bornaviridae	Unclassified	Exogenous
69218.Cervus_elaphus_hippelaphus.N	69218	Cervus_elaphus_hippelaphus	low_coverage	Celaphus1.0	GCA_002197005.1_Celaphus1.0_genomic.fna	ORF	CM008036.1	22572643	22573194	552	Reptile-bornavirus-1	N	+	62.8	29.697	7.17	12	152	316	40	516	165	4	110	Reptile-bornavirus-1	Mononegavirales	Bornaviridae	Unclassified	Exogenous
171771.Przewalskium_albirostris.N	171771	Przewalskium_albirostris	low_coverage	WLD	GCA_006408465.1_WLD_genomic.fna	ORF	SJXR01000165.1	966145	966696	552	Reptile-bornavirus-1	N	+	62.8	29.697	7.43	12	152	316	40	516	165	4	110	Reptile-bornavirus-1	Mononegavirales	Bornaviridae	Unclassified	Exogenous
95.Heterocephalus_glaber.N	95	Heterocephalus_glaber	low_coverage	goldenpath_hetGla2	hetGla2.fa_3.fa	ORF	JH602080	19819473	19819865	393	Reptile-bornavirus-1	N	-	60.8	28.058	1.05	11	127	257	1	393	139	3	84	Reptile-bornavirus-1	Mononegavirales	Bornaviridae	Unclassified	Exogenous
212878.Nanger_granti.N	212878	Nanger_granti	low_coverage	GTG-3714	GCA_006408635.1_GTG_genomic.fna	ORF	SJYD01050426.1	156019	156528	510	Reptile-bornavirus-1	N	+	60.1	30.168	4.41	11	191	361	1	510	179	5	108	Reptile-bornavirus-1	Mononegavirales	Bornaviridae	Unclassified	Exogenous
212819.Phascolarctos_cinereus.L	212819	Phascolarctos_cinereus	low_coverage	phaCin_unsw_v4.1	phaCin_unsw_v4.1.fa	ORF	phaCin_unsw_v4.1.fa.scaf00028	6847917	6848675	759	Variegated-squirrel-bornavirus-1	L	+	103	45.902	1.11	35	481	600	1	366	122	1	64	Variegated-squirrel-bornavirus-1	Mononegavirales	Bornaviridae	Orthobornavirus	Exogenous
127412.Mormoops_blainvillei.L	127412	Mormoops_blainvillei	low_coverage	MorMeg_v1	GCA_004026545.1_MorMeg_v1_BIUU_genomic.fna	ORF	PVJD01011183.1	31978	32801	824	Variegated-squirrel-bornavirus-1	L	+	103	45	9.57	25	6	125	465	824	120	0	66	Variegated-squirrel-bornavirus-1	Mononegavirales	Bornaviridae	Orthobornavirus	Exogenous
212776.Myotis_davidii.L	212776	Myotis_davidii	low_coverage	bgi_1.1_april_2013	Myotis_dav_unplaced.scaf.fa_16.fa	ORF	gi|432098301|gb|KB109554.1|	1661183	1661614	432	Variegated-squirrel-bornavirus-1	L	+	99.8	46.789	4.66	25	722	830	55	381	109	0	58	Variegated-squirrel-bornavirus-1	Mononegavirales	Bornaviridae	Orthobornavirus	Exogenous
212724.Macropus_eugenii.L	212724	Macropus_eugenii	low_coverage	goldenpath_macEug2	macEug2.fa	ORF	GL072089	4757	5320	564	Variegated-squirrel-bornavirus-1	L	+	81.6	34.872	3.78	18	499	679	1	534	195	7	96	Variegated-squirrel-bornavirus-1	Mononegavirales	Bornaviridae	Orthobornavirus	Exogenous
212701.Heterocephalus_glaber.L	212701	Heterocephalus_glaber	low_coverage	goldenpath_hetGla2	hetGla2.fa_2.fa	ORF	JH602068	20944762	20945079	318	Variegated-squirrel-bornavirus-1	L	+	73.9	49.425	1.18	16	689	775	37	294	87	1	43	Variegated-squirrel-bornavirus-1	Mononegavirales	Bornaviridae	Orthobornavirus	Exogenous
73195.Solenodon_paradoxus_woodi.L	73195	Solenodon_paradoxus_woodi	low_coverage	ASM290108v1	GCA_002901085.1_ASM290108v1_genomic.fna	ORF	NKTL01003167.1	131614	131976	363	Variegated-squirrel-bornavirus-1	L	+	73.2	39.496	4.33	16	9	126	13	360	119	3	68	Variegated-squirrel-bornavirus-1	Mononegavirales	Bornaviridae	Orthobornavirus	Exogenous
212901.Thylacine_cynocephalus.L	212901	Thylacine_cynocephalus	low_coverage	Refassem_1	GCA_007646695.1_UniMelb_Thylacine_Refassem_1_genomic.fna	ORF	VAHE01000076.1	2211735	2211947	213	Variegated-squirrel-bornavirus-1	L	+	68.6	46.377	2.48	15	512	580	7	213	69	0	37	Variegated-squirrel-bornavirus-1	Mononegavirales	Bornaviridae	Orthobornavirus	Exogenous
212906.Thylacine_cynocephalus.L	212906	Thylacine_cynocephalus	low_coverage	Refassem_1	GCA_007646695.1_UniMelb_Thylacine_Refassem_1_genomic.fna	ORF	VAHE01000893.1	999180	999431	252	Variegated-squirrel-bornavirus-1	L	+	67.4	46.429	1.12	14	508	587	1	252	84	1	41	Variegated-squirrel-bornavirus-1	Mononegavirales	Bornaviridae	Orthobornavirus	Exogenous
127185.Scalopus_aquaticus.M	127185	Scalopus_aquaticus	low_coverage	ScaAqu_v1	GCA_004024925.1_ScaAqu_v1_BIUU_genomic.fna	ORF	PVIJ01008138.1	37407	37688	282	Variegated-squirrel-bornavirus-1	M	+	94.7	47.525	2.21	26	38	138	1	282	101	2	46	Variegated-squirrel-bornavirus-1	Mononegavirales	Bornaviridae	Orthobornavirus	Exogenous
68026.Mus_castaneus.N	68026	Mus_castaneus	low_coverage	REL-1509-EiJ	CAST_EiJ.chromosomes.unplaced.gt2k.fa	ORF	chr6	88433968	88435035	1068	Variegated-squirrel-bornavirus-1	N	+	121	40.123	1.59	52	54	215	171	653	162	1	96	Variegated-squirrel-bornavirus-1	Mononegavirales	Bornaviridae	Orthobornavirus	Exogenous
212870.Carettochelys_insculpta.N	212870	Carettochelys_insculpta	low_coverage	1	GCA_007922185.1_Carettochelys_insculpta-1.0_genomic.fna	ORF	ML683883.1	6382302	6382697	396	Variegated-squirrel-bornavirus-1	N	-	116	45.528	4.05	32	186	308	31	396	123	1	66	Variegated-squirrel-bornavirus-1	Mononegavirales	Bornaviridae	Orthobornavirus	Exogenous
127143.Dolichotis_patagonum.N	127143	Dolichotis_patagonum	low_coverage	DolPat_v1	GCA_004027295.1_DolPat_v1_BIUU_genomic.fna	ORF	PVJX010013796.1	33026	33899	874	Variegated-squirrel-bornavirus-1	N	-	102	52.632	1.22	57	231	325	590	874	95	0	45	Variegated-squirrel-bornavirus-1	Mononegavirales	Bornaviridae	Orthobornavirus	Exogenous
127930.Cavia_tschudii.N	127930	Cavia_tschudii	low_coverage	CavTsc_v1_BIUU	GCA_004027695.1_CavTsc_v1_BIUU_genomic.fna	ORF	PVKK010002028.1	58394	59231	838	Variegated-squirrel-bornavirus-1	N	+	82	31.515	1.06	34	77	232	97	552	165	2	91	Variegated-squirrel-bornavirus-1	Mononegavirales	Bornaviridae	Orthobornavirus	Exogenous
